year,source,measure,value
1961,Culture,nr_registered_public_library_users,1586
1961,Culture,cinema_visits,135372
1961,Culture,theatre_visits,6269
1961,Culture,museum_visits,4008
1962,Culture,published_books,3483
1962,Culture,copies,40.4
1962,Culture,stock_of_public_libraries,13073
1962,Culture,nr_registered_public_library_users,1840
1962,Culture,cinema_visits,121849
1962,Culture,theatre_visits,6046
1962,Culture,museum_visits,4578
1963,Culture,published_books,4109
1963,Culture,copies,44.8
1963,Culture,stock_of_public_libraries,14879
1963,Culture,nr_registered_public_library_users,1962
1963,Culture,cinema_visits,115652
1963,Culture,theatre_visits,5808
1963,Culture,museum_visits,4366
1964,Culture,published_books,4164
1964,Culture,copies,44.7
1964,Culture,stock_of_public_libraries,16577
1964,Culture,nr_registered_public_library_users,2048
1964,Culture,cinema_visits,111090
1964,Culture,theatre_visits,6077
1964,Culture,museum_visits,5130
1965,Culture,published_books,3953
1965,Culture,copies,44.8
1965,Culture,stock_of_public_libraries,18087
1965,Culture,nr_registered_public_library_users,2110
1965,Culture,cinema_visits,106046
1965,Culture,theatre_visits,5987
1965,Culture,museum_visits,5596
1966,Culture,published_books,4660
1966,Culture,copies,45.3
1966,Culture,stock_of_public_libraries,19812
1966,Culture,nr_registered_public_library_users,2197
1966,Culture,cinema_visits,104564
1966,Culture,theatre_visits,5843
1966,Culture,museum_visits,6081
1967,Culture,published_books,4714
1967,Culture,copies,47.8
1967,Culture,stock_of_public_libraries,21255
1967,Culture,nr_registered_public_library_users,2218
1967,Culture,cinema_visits,96764
1967,Culture,theatre_visits,6120
1967,Culture,museum_visits,6045
1968,Culture,published_books,4588
1968,Culture,copies,48.0
1968,Culture,stock_of_public_libraries,22122
1968,Culture,nr_registered_public_library_users,2220
1968,Culture,cinema_visits,84472
1968,Culture,theatre_visits,5710
1968,Culture,museum_visits,6478
1969,Culture,published_books,4513
1969,Culture,copies,48.0
1969,Culture,stock_of_public_libraries,23575
1969,Culture,nr_registered_public_library_users,2209
1969,Culture,cinema_visits,82256
1969,Culture,theatre_visits,5454
1969,Culture,museum_visits,6788
1970,Culture,published_books,4793
1970,Culture,copies,47.0
1970,Culture,stock_of_public_libraries,24716
1970,Culture,nr_registered_public_library_users,2225
1970,Culture,cinema_visits,79571
1970,Culture,theatre_visits,5591
1970,Culture,museum_visits,7153
1971,Culture,published_books,5536
1971,Culture,copies,53.4
1971,Culture,stock_of_public_libraries,26082
1971,Culture,nr_registered_public_library_users,2231
1971,Culture,cinema_visits,74745
1971,Culture,theatre_visits,5494
1971,Culture,museum_visits,7458
1972,Culture,published_books,6648
1972,Culture,copies,62.8
1972,Culture,stock_of_public_libraries,27307
1972,Culture,nr_registered_public_library_users,2253
1972,Culture,cinema_visits,74392
1972,Culture,theatre_visits,5616
1972,Culture,museum_visits,7881
1973,Culture,published_books,6894
1973,Culture,copies,63.9
1973,Culture,stock_of_public_libraries,28194
1973,Culture,nr_registered_public_library_users,2257
1973,Culture,cinema_visits,73496
1973,Culture,theatre_visits,5688
1973,Culture,museum_visits,9322
1974,Culture,published_books,7281
1974,Culture,copies,68.8
1974,Culture,stock_of_public_libraries,29860
1974,Culture,nr_registered_public_library_users,2241
1974,Culture,cinema_visits,77868
1974,Culture,theatre_visits,6039
1974,Culture,museum_visits,10547
1975,Culture,published_books,7730
1975,Culture,copies,74.0
1975,Culture,stock_of_public_libraries,31557
1975,Culture,nr_registered_public_library_users,2211
1975,Culture,cinema_visits,74426
1975,Culture,theatre_visits,6243
1975,Culture,museum_visits,11943
1976,Culture,published_books,8391
1976,Culture,copies,89.2
1976,Culture,stock_of_public_libraries,33135
1976,Culture,nr_registered_public_library_users,2201
1976,Culture,cinema_visits,73592
1976,Culture,theatre_visits,6296
1976,Culture,museum_visits,12978
1977,Culture,published_books,8068
1977,Culture,copies,87.4
1977,Culture,stock_of_public_libraries,35114
1977,Culture,nr_registered_public_library_users,2256
1977,Culture,cinema_visits,75961
1977,Culture,theatre_visits,6302
1977,Culture,museum_visits,14295
1978,Culture,published_books,8556
1978,Culture,copies,93.3
1978,Culture,stock_of_public_libraries,36854
1978,Culture,nr_registered_public_library_users,2248
1978,Culture,cinema_visits,71707
1978,Culture,theatre_visits,6006
1978,Culture,museum_visits,16292
1979,Culture,published_books,8153
1979,Culture,copies,92.3
1979,Culture,stock_of_public_libraries,38632
1979,Culture,nr_registered_public_library_users,2227
1979,Culture,cinema_visits,68987
1979,Culture,theatre_visits,5948
1979,Culture,museum_visits,16819
1980,Culture,published_books,8241
1980,Culture,copies,94.7
1980,Culture,stock_of_public_libraries,40654
1980,Culture,nr_registered_public_library_users,2222
1980,Culture,cinema_visits,60718
1980,Culture,theatre_visits,5635
1980,Culture,museum_visits,16217
1981,Culture,published_books,7910
1981,Culture,copies,94.5
1981,Culture,stock_of_public_libraries,42551
1981,Culture,nr_registered_public_library_users,2224
1981,Culture,cinema_visits,67090
1981,Culture,theatre_visits,5885
1981,Culture,museum_visits,17395
1982,Culture,published_books,7845
1982,Culture,copies,95.4
1982,Culture,stock_of_public_libraries,44610
1982,Culture,nr_registered_public_library_users,2215
1982,Culture,cinema_visits,70026
1982,Culture,theatre_visits,6133
1982,Culture,museum_visits,17717
1983,Culture,published_books,7600
1983,Culture,copies,99.4
1983,Culture,stock_of_public_libraries,46591
1983,Culture,nr_registered_public_library_users,2227
1983,Culture,cinema_visits,68900
1983,Culture,theatre_visits,6094
1983,Culture,museum_visits,18591
1984,Culture,published_books,9128
1984,Culture,copies,100.5
1984,Culture,stock_of_public_libraries,48084
1984,Culture,nr_registered_public_library_users,2249
1984,Culture,cinema_visits,71017
1984,Culture,theatre_visits,5998
1984,Culture,museum_visits,19200
1985,Culture,published_books,8015
1985,Culture,copies,88.0
1985,Culture,stock_of_public_libraries,49406
1985,Culture,nr_registered_public_library_users,2261
1985,Culture,cinema_visits,70179
1985,Culture,theatre_visits,6072
1985,Culture,museum_visits,19360
1986,Culture,published_books,8206
1986,Culture,copies,95.6
1986,Culture,stock_of_public_libraries,50836
1986,Culture,nr_registered_public_library_users,2243
1986,Culture,cinema_visits,67929
1986,Culture,theatre_visits,5957
1986,Culture,museum_visits,19572
1987,Culture,published_books,7804
1987,Culture,copies,97.9
1987,Culture,stock_of_public_libraries,51808
1987,Culture,nr_registered_public_library_users,2207
1987,Culture,cinema_visits,55833
1987,Culture,theatre_visits,5868
1987,Culture,museum_visits,20066
1988,Culture,published_books,7562
1988,Culture,copies,99.3
1988,Culture,stock_of_public_libraries,52578
1988,Culture,nr_registered_public_library_users,2127
1988,Culture,cinema_visits,50730
1988,Culture,theatre_visits,5717
1988,Culture,museum_visits,18335
1989,Culture,published_books,7599
1989,Culture,copies,108.4
1989,Culture,stock_of_public_libraries,52883
1989,Culture,nr_registered_public_library_users,2001
1989,Culture,cinema_visits,46519
1989,Culture,theatre_visits,5195
1989,Culture,museum_visits,16256
1990,Culture,published_books,7464
1990,Culture,copies,113.1
1990,Culture,stock_of_public_libraries,51608
1990,Culture,nr_registered_public_library_users,1856
1990,Culture,cinema_visits,36220
1990,Culture,theatre_visits,4991
1990,Culture,museum_visits,13977
1991,Culture,published_books,7210
1991,Culture,copies,91.4
1991,Culture,stock_of_public_libraries,50364
1991,Culture,nr_registered_public_library_users,1764
1991,Culture,cinema_visits,21752
1991,Culture,theatre_visits,5094
1991,Culture,museum_visits,11884
1992,Culture,published_books,7629
1992,Culture,copies,81.0
1992,Culture,stock_of_public_libraries,49625
1992,Culture,nr_registered_public_library_users,1646
1992,Culture,cinema_visits,15228
1992,Culture,theatre_visits,4749
1992,Culture,museum_visits,10120
1993,Culture,published_books,8458
1993,Culture,copies,72.1
1993,Culture,stock_of_public_libraries,49102
1993,Culture,nr_registered_public_library_users,1609
1993,Culture,cinema_visits,14798
1993,Culture,theatre_visits,4418
1993,Culture,museum_visits,9318
1994,Culture,published_books,9383
1994,Culture,copies,70.3
1994,Culture,stock_of_public_libraries,47858
1994,Culture,nr_registered_public_library_users,1584
1994,Culture,cinema_visits,15912
1994,Culture,theatre_visits,4140
1994,Culture,museum_visits,10623
1995,Culture,published_books,8749
1995,Culture,copies,63.0
1995,Culture,stock_of_public_libraries,47128
1995,Culture,nr_registered_public_library_users,1520
1995,Culture,cinema_visits,14040
1995,Culture,theatre_visits,4068
1995,Culture,museum_visits,9064
1996,Culture,published_books,8835
1996,Culture,copies,51.9
1996,Culture,stock_of_public_libraries,46269
1996,Culture,nr_registered_public_library_users,1444
1996,Culture,cinema_visits,13287
1996,Culture,theatre_visits,3892
1996,Culture,museum_visits,9888
1997,Culture,published_books,8911
1997,Culture,copies,45.7
1997,Culture,stock_of_public_libraries,45966
1997,Culture,nr_registered_public_library_users,1430
1997,Culture,cinema_visits,16572
1997,Culture,theatre_visits,4075
1997,Culture,museum_visits,9478
1998,Culture,published_books,10626
1998,Culture,copies,47.0
1998,Culture,stock_of_public_libraries,46905
1998,Culture,nr_registered_public_library_users,1445
1998,Culture,cinema_visits,14577
1998,Culture,theatre_visits,4116
1998,Culture,museum_visits,10009
1999,Culture,published_books,9731
1999,Culture,copies,44.7
1999,Culture,stock_of_public_libraries,46355
1999,Culture,nr_registered_public_library_users,1461
1999,Culture,cinema_visits,14071
1999,Culture,theatre_visits,4013
1999,Culture,museum_visits,9714
2000,Culture,published_books,8986
2000,Culture,copies,35.2
2000,Culture,stock_of_public_libraries,43906
2000,Culture,nr_registered_public_library_users,1357
2000,Culture,cinema_visits,14294
2000,Culture,theatre_visits,3938
2000,Culture,museum_visits,9895
2001,Culture,published_books,8837
2001,Culture,copies,32.6
2001,Culture,stock_of_public_libraries,45617
2001,Culture,nr_registered_public_library_users,1416
2001,Culture,cinema_visits,15704
2001,Culture,theatre_visits,3898
2001,Culture,museum_visits,9663
2002,Culture,published_books,9990
2002,Culture,copies,45.5
2002,Culture,stock_of_public_libraries,44907
2002,Culture,nr_registered_public_library_users,1425
2002,Culture,cinema_visits,15278
2002,Culture,theatre_visits,4152
2002,Culture,museum_visits,9775
2003,Culture,published_books,9204
2003,Culture,copies,32.6
2003,Culture,stock_of_public_libraries,45031
2003,Culture,nr_registered_public_library_users,1487
2003,Culture,cinema_visits,13654
2003,Culture,theatre_visits,4198
2003,Culture,museum_visits,10321
2004,Culture,published_books,11211
2004,Culture,copies,32.0
2004,Culture,stock_of_public_libraries,45058
2004,Culture,nr_registered_public_library_users,1452
2004,Culture,cinema_visits,13604
2004,Culture,theatre_visits,4365
2004,Culture,museum_visits,10744
2005,Culture,published_books,12898
2005,Culture,copies,41.0
2005,Culture,stock_of_public_libraries,45048
2005,Culture,nr_registered_public_library_users,1454
2005,Culture,cinema_visits,12093
2005,Culture,theatre_visits,4412
2005,Culture,museum_visits,11335
2006,Culture,published_books,11377
2006,Culture,copies,38.3
2006,Culture,stock_of_public_libraries,42902
2006,Culture,nr_registered_public_library_users,1489
2006,Culture,cinema_visits,11631
2006,Culture,theatre_visits,4156
2006,Culture,museum_visits,11618
2007,Culture,published_books,13239
2007,Culture,copies,42.6
2007,Culture,stock_of_public_libraries,41677
2007,Culture,nr_registered_public_library_users,1404
2007,Culture,cinema_visits,10910
2007,Culture,theatre_visits,4049
2007,Culture,museum_visits,11175
2008,Culture,published_books,14447
2008,Culture,copies,42.5
2008,Culture,stock_of_public_libraries,42621
2008,Culture,nr_registered_public_library_users,1430
2008,Culture,cinema_visits,11683
2008,Culture,theatre_visits,4076
2008,Culture,museum_visits,10180
2009,Culture,published_books,12841
2009,Culture,copies,36.0
2009,Culture,stock_of_public_libraries,43946
2009,Culture,nr_registered_public_library_users,1509
2009,Culture,cinema_visits,10704
2009,Culture,theatre_visits,4488
2009,Culture,museum_visits,9512
2010,Culture,published_books,12480
2010,Culture,copies,33.6
2010,Culture,stock_of_public_libraries,43806
2010,Culture,nr_registered_public_library_users,1540
2010,Culture,cinema_visits,11113
2010,Culture,theatre_visits,4441
2010,Culture,museum_visits,9089
2011,Culture,published_books,11821
2011,Culture,copies,34.2
2011,Culture,stock_of_public_libraries,43811
2011,Culture,nr_registered_public_library_users,1561
2011,Culture,cinema_visits,0
2011,Culture,theatre_visits,4735
2011,Culture,museum_visits,8430
2012,Culture,published_books,11645
2012,Culture,copies,29.2
2012,Culture,stock_of_public_libraries,43729
2012,Culture,nr_registered_public_library_users,1520
2012,Culture,cinema_visits,0
2012,Culture,theatre_visits,5128
2012,Culture,museum_visits,8372
2013,Culture,published_books,11388
2013,Culture,copies,26.3
2013,Culture,stock_of_public_libraries,43656
2013,Culture,nr_registered_public_library_users,1506
2013,Culture,cinema_visits,0
2013,Culture,theatre_visits,5824
2013,Culture,museum_visits,9134
2014,Culture,published_books,11555
2014,Culture,copies,27.0
2014,Culture,stock_of_public_libraries,0
2014,Culture,nr_registered_public_library_users,0
2014,Culture,cinema_visits,0
2014,Culture,theatre_visits,6423
2014,Culture,museum_visits,8767
1960,Gross_domestic_product,gdp__1960_equal_100,100
1960,Gross_domestic_product,total_actual_final_consumption,100
1960,Gross_domestic_product,actual_final_consumption_of_households,100
1960,Gross_domestic_product,total_gross_capital_formation,100
1960,Gross_domestic_product,gross_fixed_capital_formation,100
1961,Gross_domestic_product,gdp__1960_equal_100,105
1961,Gross_domestic_product,total_actual_final_consumption,102
1961,Gross_domestic_product,actual_final_consumption_of_households,101
1961,Gross_domestic_product,total_gross_capital_formation,104
1961,Gross_domestic_product,gross_fixed_capital_formation,97
1962,Gross_domestic_product,gdp__1960_equal_100,111
1962,Gross_domestic_product,total_actual_final_consumption,108
1962,Gross_domestic_product,actual_final_consumption_of_households,105
1962,Gross_domestic_product,total_gross_capital_formation,112
1962,Gross_domestic_product,gross_fixed_capital_formation,107
1963,Gross_domestic_product,gdp__1960_equal_100,117
1963,Gross_domestic_product,total_actual_final_consumption,113
1963,Gross_domestic_product,actual_final_consumption_of_households,110
1963,Gross_domestic_product,total_gross_capital_formation,126
1963,Gross_domestic_product,gross_fixed_capital_formation,122
1964,Gross_domestic_product,gdp__1960_equal_100,123
1964,Gross_domestic_product,total_actual_final_consumption,119
1964,Gross_domestic_product,actual_final_consumption_of_households,116
1964,Gross_domestic_product,total_gross_capital_formation,136
1964,Gross_domestic_product,gross_fixed_capital_formation,126
1965,Gross_domestic_product,gdp__1960_equal_100,124
1965,Gross_domestic_product,total_actual_final_consumption,120
1965,Gross_domestic_product,actual_final_consumption_of_households,118
1965,Gross_domestic_product,total_gross_capital_formation,129
1965,Gross_domestic_product,gross_fixed_capital_formation,128
1966,Gross_domestic_product,gdp__1960_equal_100,133
1966,Gross_domestic_product,total_actual_final_consumption,126
1966,Gross_domestic_product,actual_final_consumption_of_households,123
1966,Gross_domestic_product,total_gross_capital_formation,141
1966,Gross_domestic_product,gross_fixed_capital_formation,142
1967,Gross_domestic_product,gdp__1960_equal_100,143
1967,Gross_domestic_product,total_actual_final_consumption,133
1967,Gross_domestic_product,actual_final_consumption_of_households,131
1967,Gross_domestic_product,total_gross_capital_formation,172
1967,Gross_domestic_product,gross_fixed_capital_formation,170
1968,Gross_domestic_product,gdp__1960_equal_100,150
1968,Gross_domestic_product,total_actual_final_consumption,140
1968,Gross_domestic_product,actual_final_consumption_of_households,137
1968,Gross_domestic_product,total_gross_capital_formation,174
1968,Gross_domestic_product,gross_fixed_capital_formation,173
1969,Gross_domestic_product,gdp__1960_equal_100,161
1969,Gross_domestic_product,total_actual_final_consumption,147
1969,Gross_domestic_product,actual_final_consumption_of_households,145
1969,Gross_domestic_product,total_gross_capital_formation,174
1969,Gross_domestic_product,gross_fixed_capital_formation,187
1970,Gross_domestic_product,gdp__1960_equal_100,168
1970,Gross_domestic_product,total_actual_final_consumption,159
1970,Gross_domestic_product,actual_final_consumption_of_households,155
1970,Gross_domestic_product,total_gross_capital_formation,201
1970,Gross_domestic_product,gross_fixed_capital_formation,219
1971,Gross_domestic_product,gdp__1960_equal_100,179
1971,Gross_domestic_product,total_actual_final_consumption,168
1971,Gross_domestic_product,actual_final_consumption_of_households,163
1971,Gross_domestic_product,total_gross_capital_formation,245
1971,Gross_domestic_product,gross_fixed_capital_formation,242
1972,Gross_domestic_product,gdp__1960_equal_100,190
1972,Gross_domestic_product,total_actual_final_consumption,173
1972,Gross_domestic_product,actual_final_consumption_of_households,169
1972,Gross_domestic_product,total_gross_capital_formation,215
1972,Gross_domestic_product,gross_fixed_capital_formation,240
1973,Gross_domestic_product,gdp__1960_equal_100,203
1973,Gross_domestic_product,total_actual_final_consumption,180
1973,Gross_domestic_product,actual_final_consumption_of_households,176
1973,Gross_domestic_product,total_gross_capital_formation,215
1973,Gross_domestic_product,gross_fixed_capital_formation,247
1974,Gross_domestic_product,gdp__1960_equal_100,215
1974,Gross_domestic_product,total_actual_final_consumption,192
1974,Gross_domestic_product,actual_final_consumption_of_households,187
1974,Gross_domestic_product,total_gross_capital_formation,265
1974,Gross_domestic_product,gross_fixed_capital_formation,274
1975,Gross_domestic_product,gdp__1960_equal_100,228
1975,Gross_domestic_product,total_actual_final_consumption,201
1975,Gross_domestic_product,actual_final_consumption_of_households,196
1975,Gross_domestic_product,total_gross_capital_formation,292
1975,Gross_domestic_product,gross_fixed_capital_formation,306
1976,Gross_domestic_product,gdp__1960_equal_100,236
1976,Gross_domestic_product,total_actual_final_consumption,205
1976,Gross_domestic_product,actual_final_consumption_of_households,199
1976,Gross_domestic_product,total_gross_capital_formation,298
1976,Gross_domestic_product,gross_fixed_capital_formation,306
1977,Gross_domestic_product,gdp__1960_equal_100,254
1977,Gross_domestic_product,total_actual_final_consumption,214
1977,Gross_domestic_product,actual_final_consumption_of_households,208
1977,Gross_domestic_product,total_gross_capital_formation,327
1977,Gross_domestic_product,gross_fixed_capital_formation,344
1978,Gross_domestic_product,gdp__1960_equal_100,265
1978,Gross_domestic_product,total_actual_final_consumption,223
1978,Gross_domestic_product,actual_final_consumption_of_households,216
1978,Gross_domestic_product,total_gross_capital_formation,385
1978,Gross_domestic_product,gross_fixed_capital_formation,360
1979,Gross_domestic_product,gdp__1960_equal_100,273
1979,Gross_domestic_product,total_actual_final_consumption,230
1979,Gross_domestic_product,actual_final_consumption_of_households,221
1979,Gross_domestic_product,total_gross_capital_formation,331
1979,Gross_domestic_product,gross_fixed_capital_formation,363
1980,Gross_domestic_product,gdp__1960_equal_100,273
1980,Gross_domestic_product,total_actual_final_consumption,232
1980,Gross_domestic_product,actual_final_consumption_of_households,224
1980,Gross_domestic_product,total_gross_capital_formation,318
1980,Gross_domestic_product,gross_fixed_capital_formation,340
1981,Gross_domestic_product,gdp__1960_equal_100,281
1981,Gross_domestic_product,total_actual_final_consumption,238
1981,Gross_domestic_product,actual_final_consumption_of_households,229
1981,Gross_domestic_product,total_gross_capital_formation,312
1981,Gross_domestic_product,gross_fixed_capital_formation,326
1982,Gross_domestic_product,gdp__1960_equal_100,289
1982,Gross_domestic_product,total_actual_final_consumption,241
1982,Gross_domestic_product,actual_final_consumption_of_households,232
1982,Gross_domestic_product,total_gross_capital_formation,301
1982,Gross_domestic_product,gross_fixed_capital_formation,320
1983,Gross_domestic_product,gdp__1960_equal_100,291
1983,Gross_domestic_product,total_actual_final_consumption,242
1983,Gross_domestic_product,actual_final_consumption_of_households,234
1983,Gross_domestic_product,total_gross_capital_formation,278
1983,Gross_domestic_product,gross_fixed_capital_formation,310
1984,Gross_domestic_product,gdp__1960_equal_100,299
1984,Gross_domestic_product,total_actual_final_consumption,245
1984,Gross_domestic_product,actual_final_consumption_of_households,236
1984,Gross_domestic_product,total_gross_capital_formation,272
1984,Gross_domestic_product,gross_fixed_capital_formation,298
1985,Gross_domestic_product,gdp__1960_equal_100,298
1985,Gross_domestic_product,total_actual_final_consumption,249
1985,Gross_domestic_product,actual_final_consumption_of_households,239
1985,Gross_domestic_product,total_gross_capital_formation,262
1985,Gross_domestic_product,gross_fixed_capital_formation,289
1986,Gross_domestic_product,gdp__1960_equal_100,302
1986,Gross_domestic_product,total_actual_final_consumption,255
1986,Gross_domestic_product,actual_final_consumption_of_households,244
1986,Gross_domestic_product,total_gross_capital_formation,285
1986,Gross_domestic_product,gross_fixed_capital_formation,308
1987,Gross_domestic_product,gdp__1960_equal_100,315
1987,Gross_domestic_product,total_actual_final_consumption,264
1987,Gross_domestic_product,actual_final_consumption_of_households,254
1987,Gross_domestic_product,total_gross_capital_formation,294
1987,Gross_domestic_product,gross_fixed_capital_formation,338
1988,Gross_domestic_product,gdp__1960_equal_100,315
1988,Gross_domestic_product,total_actual_final_consumption,256
1988,Gross_domestic_product,actual_final_consumption_of_households,243
1988,Gross_domestic_product,total_gross_capital_formation,284
1988,Gross_domestic_product,gross_fixed_capital_formation,307
1989,Gross_domestic_product,gdp__1960_equal_100,317
1989,Gross_domestic_product,total_actual_final_consumption,259
1989,Gross_domestic_product,actual_final_consumption_of_households,249
1989,Gross_domestic_product,total_gross_capital_formation,288
1989,Gross_domestic_product,gross_fixed_capital_formation,329
1990,Gross_domestic_product,gdp__1960_equal_100,306
1990,Gross_domestic_product,total_actual_final_consumption,252
1990,Gross_domestic_product,actual_final_consumption_of_households,240
1990,Gross_domestic_product,total_gross_capital_formation,275
1990,Gross_domestic_product,gross_fixed_capital_formation,306
1991,Gross_domestic_product,gdp__1960_equal_100,269
1991,Gross_domestic_product,total_actual_final_consumption,239
1991,Gross_domestic_product,actual_final_consumption_of_households,226
1991,Gross_domestic_product,total_gross_capital_formation,217
1991,Gross_domestic_product,gross_fixed_capital_formation,274
1992,Gross_domestic_product,gdp__1960_equal_100,261
1992,Gross_domestic_product,total_actual_final_consumption,240
1992,Gross_domestic_product,actual_final_consumption_of_households,226
1992,Gross_domestic_product,total_gross_capital_formation,173
1992,Gross_domestic_product,gross_fixed_capital_formation,267
1993,Gross_domestic_product,gdp__1960_equal_100,259
1993,Gross_domestic_product,total_actual_final_consumption,253
1993,Gross_domestic_product,actual_final_consumption_of_households,230
1993,Gross_domestic_product,total_gross_capital_formation,229
1993,Gross_domestic_product,gross_fixed_capital_formation,272
1994,Gross_domestic_product,gdp__1960_equal_100,267
1994,Gross_domestic_product,total_actual_final_consumption,247
1994,Gross_domestic_product,actual_final_consumption_of_households,230
1994,Gross_domestic_product,total_gross_capital_formation,274
1994,Gross_domestic_product,gross_fixed_capital_formation,306
1995,Gross_domestic_product,gdp__1960_equal_100,271
1995,Gross_domestic_product,total_actual_final_consumption,231
1995,Gross_domestic_product,actual_final_consumption_of_households,215
1995,Gross_domestic_product,total_gross_capital_formation,296
1995,Gross_domestic_product,gross_fixed_capital_formation,293
1996,Gross_domestic_product,gdp__1960_equal_100,271
1996,Gross_domestic_product,total_actual_final_consumption,225
1996,Gross_domestic_product,actual_final_consumption_of_households,210
1996,Gross_domestic_product,total_gross_capital_formation,310
1996,Gross_domestic_product,gross_fixed_capital_formation,307
1997,Gross_domestic_product,gdp__1960_equal_100,280
1997,Gross_domestic_product,total_actual_final_consumption,228
1997,Gross_domestic_product,actual_final_consumption_of_households,212
1997,Gross_domestic_product,total_gross_capital_formation,346
1997,Gross_domestic_product,gross_fixed_capital_formation,333
1998,Gross_domestic_product,gdp__1960_equal_100,292
1998,Gross_domestic_product,total_actual_final_consumption,236
1998,Gross_domestic_product,actual_final_consumption_of_households,218
1998,Gross_domestic_product,total_gross_capital_formation,409
1998,Gross_domestic_product,gross_fixed_capital_formation,373
1999,Gross_domestic_product,gdp__1960_equal_100,301
1999,Gross_domestic_product,total_actual_final_consumption,248
1999,Gross_domestic_product,actual_final_consumption_of_households,231
1999,Gross_domestic_product,total_gross_capital_formation,415
1999,Gross_domestic_product,gross_fixed_capital_formation,403
2000,Gross_domestic_product,gdp__1960_equal_100,314
2000,Gross_domestic_product,total_actual_final_consumption,255
2000,Gross_domestic_product,actual_final_consumption_of_households,238
2000,Gross_domestic_product,total_gross_capital_formation,443
2000,Gross_domestic_product,gross_fixed_capital_formation,424
2001,Gross_domestic_product,gdp__1960_equal_100,326
2001,Gross_domestic_product,total_actual_final_consumption,265
2001,Gross_domestic_product,actual_final_consumption_of_households,248
2001,Gross_domestic_product,total_gross_capital_formation,423
2001,Gross_domestic_product,gross_fixed_capital_formation,435
2002,Gross_domestic_product,gdp__1960_equal_100,341
2002,Gross_domestic_product,total_actual_final_consumption,285
2002,Gross_domestic_product,actual_final_consumption_of_households,267
2002,Gross_domestic_product,total_gross_capital_formation,440
2002,Gross_domestic_product,gross_fixed_capital_formation,469
2003,Gross_domestic_product,gdp__1960_equal_100,354
2003,Gross_domestic_product,total_actual_final_consumption,306
2003,Gross_domestic_product,actual_final_consumption_of_households,287
2003,Gross_domestic_product,total_gross_capital_formation,444
2003,Gross_domestic_product,gross_fixed_capital_formation,474
2004,Gross_domestic_product,gdp__1960_equal_100,370
2004,Gross_domestic_product,total_actual_final_consumption,312
2004,Gross_domestic_product,actual_final_consumption_of_households,293
2004,Gross_domestic_product,total_gross_capital_formation,507
2004,Gross_domestic_product,gross_fixed_capital_formation,510
2005,Gross_domestic_product,gdp__1960_equal_100,386
2005,Gross_domestic_product,total_actual_final_consumption,321
2005,Gross_domestic_product,actual_final_consumption_of_households,302
2005,Gross_domestic_product,total_gross_capital_formation,495
2005,Gross_domestic_product,gross_fixed_capital_formation,528
2006,Gross_domestic_product,gdp__1960_equal_100,402
2006,Gross_domestic_product,total_actual_final_consumption,325
2006,Gross_domestic_product,actual_final_consumption_of_households,307
2006,Gross_domestic_product,total_gross_capital_formation,508
2006,Gross_domestic_product,gross_fixed_capital_formation,532
2007,Gross_domestic_product,gdp__1960_equal_100,404
2007,Gross_domestic_product,total_actual_final_consumption,322
2007,Gross_domestic_product,actual_final_consumption_of_households,305
2007,Gross_domestic_product,total_gross_capital_formation,506
2007,Gross_domestic_product,gross_fixed_capital_formation,555
2008,Gross_domestic_product,gdp__1960_equal_100,407
2008,Gross_domestic_product,total_actual_final_consumption,322
2008,Gross_domestic_product,actual_final_consumption_of_households,304
2008,Gross_domestic_product,total_gross_capital_formation,508
2008,Gross_domestic_product,gross_fixed_capital_formation,561
2009,Gross_domestic_product,gdp__1960_equal_100,380
2009,Gross_domestic_product,total_actual_final_consumption,308
2009,Gross_domestic_product,actual_final_consumption_of_households,287
2009,Gross_domestic_product,total_gross_capital_formation,387
2009,Gross_domestic_product,gross_fixed_capital_formation,515
2010,Gross_domestic_product,gdp__1960_equal_100,383
2010,Gross_domestic_product,total_actual_final_consumption,301
2010,Gross_domestic_product,actual_final_consumption_of_households,279
2010,Gross_domestic_product,total_gross_capital_formation,408
2010,Gross_domestic_product,gross_fixed_capital_formation,466
2011,Gross_domestic_product,gdp__1960_equal_100,390
2011,Gross_domestic_product,total_actual_final_consumption,303
2011,Gross_domestic_product,actual_final_consumption_of_households,281
2011,Gross_domestic_product,total_gross_capital_formation,396
2011,Gross_domestic_product,gross_fixed_capital_formation,455
2012,Gross_domestic_product,gdp__1960_equal_100,385
2012,Gross_domestic_product,total_actual_final_consumption,298
2012,Gross_domestic_product,actual_final_consumption_of_households,276
2012,Gross_domestic_product,total_gross_capital_formation,366
2012,Gross_domestic_product,gross_fixed_capital_formation,436
2013,Gross_domestic_product,gdp__1960_equal_100,390
2013,Gross_domestic_product,total_actual_final_consumption,300
2013,Gross_domestic_product,actual_final_consumption_of_households,276
2013,Gross_domestic_product,total_gross_capital_formation,375
2013,Gross_domestic_product,gross_fixed_capital_formation,459
